movieID,Movie,Watched,ReleaseDate,Popularity,Genre,Synopsis,Director,IMDB_Rating,Poster,ID,IMDB_ID,IMDB_Page
258,A Beautiful Mind,checked,2001-12-11,24.904,"Drama,Romance","John Nash is a brilliant but asocial mathematician fighting schizophrenia. After he accepts secret work in cryptography, his life takes a turn for the nightmarish.",,,https://image.tmdb.org/t/p/original//mV4k9qlrdvECe4COBTN256FROR3.jpg,453,,
259,American Pie 2,checked,2001-08-10,20.828,"Comedy,Romance","The whole gang are back and as close as ever. They decide to get even closer by spending the summer together at a beach house. They decide to hold the biggest party ever to be seen, even if the preparation doesn't always go to plan. Especially when Stifler, Finch and Jim become more close to each other than they ever want to be and when Jim mistakes super glue for lubricant...",,,https://image.tmdb.org/t/p/original//wa3vePBNEfAJtzXs8WFTyD7bliD.jpg,2770,,
260,The Mummy Returns,checked,2001-05-04,19.864,"Action,Adventure,Fantasy","Rick and Evelyn O’Connell, along with their 8-year-old son Alex, discover the key to the legendary Scorpion King’s might: the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn’t above kidnapping its new bearer, Alex, to gain control of Anubis’s otherworldly army.",,,https://image.tmdb.org/t/p/original//kRntm0s0uNixsu3djaS9Kk96zLu.jpg,1734,,
261,The Lord of the Rings: The Two Towers,checked,2002-12-18,53.954,"Action,Adventure,Fantasy","Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",,,https://image.tmdb.org/t/p/original//5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,121,,
262,Harry Potter and the Chamber of Secrets,checked,2002-11-13,46.055,"Adventure,Fantasy","Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",,,https://image.tmdb.org/t/p/original//sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,672,,
263,Spider-Man,checked,2002-05-01,36.905,"Action,Fantasy","After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers to become the Amazing superhero known as Spider-Man.",,,https://image.tmdb.org/t/p/original//gh4cZbhZxyTbgxQPxD0dOudNPTn.jpg,557,,
264,Men in Black II,checked,2002-07-03,35.422,"Action,Adventure,Comedy,Science Fiction","Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.",,,https://image.tmdb.org/t/p/original//enA22EPyzc2WQ1VVyY7zxresQQr.jpg,608,,
265,Ice Age,checked,2002-03-10,31.78,"Adventure,Animation,Comedy,Family","With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",,,https://image.tmdb.org/t/p/original//gLhHHZUzeseRXShoDyC4VqLgsNv.jpg,425,,
266,The Pianist,checked,2002-09-17,25.577,"Drama,War","The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",,,https://image.tmdb.org/t/p/original//3DzePKMbLMIM636S6syCy3cLPqj.jpg,423,,
267,Equilibrium,checked,2002-12-06,24.377,"Action,Science Fiction,Thriller","In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death. A man in charge of enforcing the law rises to overthrow the system.",,,https://image.tmdb.org/t/p/original//kvUrWiJLGnvHNLuQsMuxDd1raSl.jpg,7299,,
268,The Bourne Identity,checked,2002-06-14,24.154,"Action,Drama,Mystery,Thriller","Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy—but who does he work for?",,,https://image.tmdb.org/t/p/original//vN6jGCuzefysLVFrzK3Vs6xAdu1.jpg,2501,,
269,Minority Report,checked,2002-06-20,23.426,"Action,Mystery,Science Fiction,Thriller","John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",,,https://image.tmdb.org/t/p/original//q8dbg0WhfbCJDCrfXWTOzJoVDnV.jpg,180,,
270,Gangs of New York,checked,2002-12-14,21.922,"Drama,History,Crime","It's 1863. America was born in the streets. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",,,https://image.tmdb.org/t/p/original//lemqKtcCuAano5aqrzxYiKC8kkn.jpg,3131,,
271,Blade II,checked,2002-03-22,20.824,"Action,Fantasy,Horror,Thriller","A rare mutation has occurred within the vampire community - The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Blade is asked by the Vampire Nation for his help in preventing a nightmare plague that would wipe out both humans and vampires.",,,https://image.tmdb.org/t/p/original//vulF0iqX5z7AW1pdZ572zwsMRMB.jpg,36586,,
272,Die Another Day,checked,2002-11-17,20.791,"Action,Adventure,Thriller","Bond takes on a North Korean leader who undergoes DNA replacement procedures that allow him to assume different identities. American agent, Jinx Johnson assists Bond in his attempt to thwart the villain's plans to exploit a satellite that is powered by solar energy.",,,https://image.tmdb.org/t/p/original//bZmGqOhMhaLn8AoFMvFDct4tbrL.jpg,36669,,
273,Pirates of the Caribbean: The Curse of the Black Pearl,checked,2003-07-09,51.845,"Action,Adventure,Fantasy","Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.",,,https://image.tmdb.org/t/p/original//z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg,22,,
274,The Lord of the Rings: The Return of the King,checked,2003-12-01,48.872,"Action,Adventure,Fantasy","Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",,,https://image.tmdb.org/t/p/original//rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,122,,
275,Kill Bill: Vol. 1,checked,2003-10-10,37.092,"Action,Crime","An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",,,https://image.tmdb.org/t/p/original//v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,24,,
276,Finding Nemo,checked,2003-05-30,33.518,"Animation,Family","Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",,,https://image.tmdb.org/t/p/original//xVNSgrsvpcAHPnyKf2phYxyppNZ.jpg,12,,
277,Oldboy,checked,2003-11-21,31.875,"Action,Drama,Mystery,Thriller","With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.",,,https://image.tmdb.org/t/p/original//9eyqhS9MKBQqQJdGmWjKLH396gJ.jpg,670,,
278,Terminator 3: Rise of the Machines,checked,2003-07-02,31.208,"Action,Science Fiction,Thriller","It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",,,https://image.tmdb.org/t/p/original//jdG3l2e7kJ4bl91YLRLUAmvbZMX.jpg,296,,
279,The Matrix Reloaded,checked,2003-05-15,26.384,"Action,Adventure,Science Fiction,Thriller","Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",,,https://image.tmdb.org/t/p/original//aA5qHS0FbSXO8PxcxUIHbDrJyuh.jpg,604,,
280,The Italian Job,checked,2003-05-30,23.837,"Action,Crime","Charlie Croker pulled off the crime of a lifetime. The one thing that he didn't plan on was being double-crossed. Along with a drop-dead gorgeous safecracker, Croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of Los Angeles.",,,https://image.tmdb.org/t/p/original//eSkjK4kctyrWpFhxl35GPvSs6tI.jpg,9654,,
281,Hulk,checked,2003-06-19,23.587,"Action,Science Fiction","Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.",,,https://image.tmdb.org/t/p/original//qnngKqAcqfH2pBxDoKu5lxzSbTo.jpg,1927,,
282,Lost in Translation,checked,2003-08-31,21.942,"Comedy,Drama,Romance","Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",,,https://image.tmdb.org/t/p/original//yDY1LLuMdWA0xO09ciVeDHHJWFr.jpg,153,,
283,The Matrix Revolutions,checked,2003-11-03,21.7,"Adventure,Action,Thriller,Science Fiction",The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,,,https://image.tmdb.org/t/p/original//cm14gG8xBghwIAy1GX0ryI2HA4U.jpg,605,,
284,Troy,checked,2004-05-03,37.967,"Adventure,History","In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.",,,https://image.tmdb.org/t/p/original//kWj4RJzZeJGeyGA3DVGQiNkUjkt.jpg,652,,
285,"I, Robot",checked,2004-07-15,35.858,"Action,Science Fiction","In 2035, where robots are common-place and abide by the three laws of robotics, a techno-phobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.",,,https://image.tmdb.org/t/p/original//zDu0TsCZHPzDO0d0iG9QynKGr4J.jpg,2048,,
286,Harry Potter and the Prisoner of Azkaban,checked,2004-05-31,35.789,"Adventure,Fantasy","Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black—and turns to sympathetic Professor Lupin for help.",,,https://image.tmdb.org/t/p/original//uDQibffYgssdiqx7izO57wdLc6.jpg,673,,
287,Shrek 2,checked,2004-05-19,33.143,"Adventure,Animation,Comedy,Family,Fantasy","Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",,,https://image.tmdb.org/t/p/original//2yYP0PQjG8zVqturh1BAqu2Tixl.jpg,809,,
288,The Incredibles,checked,2004-11-05,32.834,"Action,Adventure,Animation,Family","Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",,,https://image.tmdb.org/t/p/original//2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg,9806,,
289,Kill Bill: Vol. 2,checked,2004-04-16,30.481,"Action,Crime,Thriller","The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",,,https://image.tmdb.org/t/p/original//2yhg0mZQMhDyvUQ4rG1IZ4oIA8L.jpg,393,,
290,Ocean's Twelve,checked,2004-12-09,28.037,"Crime,Thriller","Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.",,,https://image.tmdb.org/t/p/original//oV3BVdY3UtEHRxpixmntpxHJwSc.jpg,163,,
291,Shaun of the Dead,checked,2004-04-09,24.523,"Comedy,Horror","Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",,,https://image.tmdb.org/t/p/original//nqiAoFnrmxREOXzeTy12L9OlsI9.jpg,747,,
292,The Butterfly Effect,checked,2004-01-22,24.283,"Science Fiction,Thriller","A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.",,,https://image.tmdb.org/t/p/original//jY0hIz8eolynHqWN8vrTo0cypBI.jpg,1954,,
293,Million Dollar Baby,checked,2004-12-15,23.057,Drama,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",,,https://image.tmdb.org/t/p/original//jcfEqKdWF1zeyvECPqp3mkWLct2.jpg,70,,
294,The Bourne Supremacy,checked,2004-07-23,22.026,"Action,Drama,Thriller","When a CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.",,,https://image.tmdb.org/t/p/original//7IYGiDrquvX3q7e9PV6Pejs6b2g.jpg,2502,,
295,Crash,checked,2004-09-10,21.27,Drama,"In post-Sept. 11 Los Angeles, tensions erupt when the lives of a Brentwood housewife, her district attorney husband, a Persian shopkeeper, two cops, a pair of carjackers and a Korean couple converge during a 36-hour period.",,,https://image.tmdb.org/t/p/original//86BdPC6RDX88NC880pLidKn2LCj.jpg,1640,,
296,Batman Begins,checked,2005-06-10,52.613,"Action,Crime,Drama","Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",,,https://image.tmdb.org/t/p/original//8RW2runSEc34IwKN2D1aPcJd2UL.jpg,272,,
297,Harry Potter and the Goblet of Fire,checked,2005-11-16,34.094,"Adventure,Fantasy,Family","Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.",,,https://image.tmdb.org/t/p/original//fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,674,,
298,Charlie and the Chocolate Factory,checked,2005-07-13,30.83,"Adventure,Comedy,Fantasy,Family","A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",,,https://image.tmdb.org/t/p/original//wfGfxtBkhBzQfOZw4S8IQZgrH0a.jpg,118,,
299,Madagascar,checked,2005-05-25,27.841,"Adventure,Animation,Comedy,Family","Alex the lion is the king of the urban jungle, the main attraction at New York’s Central Park Zoo. He and his best friends—Marty the zebra, Melman the giraffe and Gloria the hippo—have spent their whole lives in blissful captivity before an admiring public and with regular meals provided for them. Not content to leave well enough alone, Marty lets his curiosity get the better of him and makes his escape—with the help of some prodigious penguins—to explore the world.",,,https://image.tmdb.org/t/p/original//uHkmbxb70IQhV4q94MiBe9dqVqv.jpg,953,,
300,Mr. & Mrs. Smith,checked,2005-06-07,27.631,"Action,Comedy,Drama,Thriller","After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry.",,,https://image.tmdb.org/t/p/original//wzIO3ytxeSNt1wRpXLIdkNbGoDm.jpg,787,,
301,War of the Worlds,checked,2005-06-28,27.195,"Adventure,Science Fiction,Thriller","Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",,,https://image.tmdb.org/t/p/original//6Biy7R9LfumYshur3YKhpj56MpB.jpg,74,,
302,The Island,checked,2005-07-21,26.543,"Action,Adventure,Science Fiction,Thriller","In 2019, Lincoln Six-Echo is a resident of a seemingly ""Utopian"" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island — reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie.",,,https://image.tmdb.org/t/p/original//qU9dDBfGTfSEPTkBIrUaCU2Rwu4.jpg,1635,,
303,Brokeback Mountain,checked,2005-09-10,25,"Drama,Romance","Two modern-day cowboys meet on a shepherding job in the summer of '63, the two share a raw and powerful summer together that turns into a lifelong relationship conflicting with the lives they are supposed to live.",,,https://image.tmdb.org/t/p/original//1A2EU80gL5KXXjjcUZZt8UI4Zot.jpg,142,,
304,Æon Flux,checked,2005-11-30,24.774,"Action,Science Fiction","400 years into the future, disease has wiped out the majority of the world's population, except one walled city, Bregna, ruled by a congress of scientists. When Æon Flux, the top operative in the underground 'Monican' rebellion, is sent on a mission to kill a government leader, she uncovers a world of secrets.",,,https://image.tmdb.org/t/p/original//t3ywK0oifrCc07fu0RGXWDxb1DZ.jpg,8202,,
305,Sin City,checked,2005-04-01,23.558,"Action,Thriller,Crime","Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",,,https://image.tmdb.org/t/p/original//8qGW691AOyqbKsEhpe7nHwMEbRe.jpg,187,,
306,Wallace & Gromit: The Curse of the Were-Rabbit,checked,2005-09-04,21.387,"Adventure,Animation,Comedy,Family","Cheese-loving eccentric Wallace and his cunning canine pal, Gromit, investigate a mystery in Nick Park's animated adventure, in which the lovable inventor and his intrepid pup run a business ridding the town of garden pests. Using only humane methods that turn their home into a halfway house for evicted vermin, the pair stumble upon a mystery involving a voracious vegetarian monster that threatens to ruin the annual veggie-growing contest.",,,https://image.tmdb.org/t/p/original//cMQ2lNd7sBe6PCf6zF5QxrKzbRG.jpg,533,,
307,Fantastic Four,checked,2005-06-29,21,"Action,Adventure,Fantasy,Science Fiction","During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.",,,https://image.tmdb.org/t/p/original//8HLQLILZLhDQWO6JDpvY6XJLH75.jpg,9738,,
308,Chicken Little,checked,2005-11-04,20.932,"Animation,Comedy,Family","When the sky really is falling and sanity has flown the coop, who will rise to save the day? Together with his hysterical band of misfit friends, Chicken Little must hatch a plan to save the planet from alien invasion and prove that the world's biggest hero is a little chicken.",,,https://image.tmdb.org/t/p/original//6C6zBg1dc7iZXwb1NP9Q4SiE8Cr.jpg,9982,,
309,The Departed,checked,2006-10-05,41.842,"Drama,Thriller,Crime","To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",,,https://image.tmdb.org/t/p/original//jyAgiqVSx5fl0NNj7WoGGKweXrL.jpg,1422,,
310,Casino Royale,checked,2006-11-14,40.852,"Adventure,Action,Thriller","Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",,,https://image.tmdb.org/t/p/original//ta2BX3THwYXytWuVVozaT0NsMM8.jpg,36557,,
311,The Prestige,checked,2006-10-19,39.61,"Drama,Mystery,Thriller","A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",,,https://image.tmdb.org/t/p/original//pvSESD7ujxWZwtYDb9l57qE0ywq.jpg,1124,,
312,Pirates of the Caribbean: Dead Man's Chest,checked,2006-06-20,38.052,"Action,Adventure,Fantasy","Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",,,https://image.tmdb.org/t/p/original//AdRQGfT05z6L9gIpUpkh4McMmpm.jpg,58,,
313,V for Vendetta,checked,2006-02-23,28.655,"Action,Thriller,Fantasy","In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",,,https://image.tmdb.org/t/p/original//2ySXWBckQboalTZjhaLWRqc3gCN.jpg,752,,
314,The Da Vinci Code,checked,2006-05-17,27.841,"Mystery,Thriller","A murder in Paris’ Louvre Museum and cryptic clues in some of Leonardo da Vinci’s most famous paintings lead to the discovery of a religious mystery. For 2,000 years a secret society closely guards information that — should it come to light — could rock the very foundations of Christianity.",,,https://image.tmdb.org/t/p/original//5wGLpDGYVFYDYdD67jEuZ0Jo39W.jpg,591,,
315,Pan's Labyrinth,checked,2006-08-25,25.868,"Drama,Fantasy,War","Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.",,,https://image.tmdb.org/t/p/original//7PurMm0gUOJZ8Uk0oyuZlt1CKfJ.jpg,1417,,
316,Inside Man,checked,2006-03-17,25.686,"Crime,Drama,Thriller","When an armed, masked gang enter a Manhattan bank, lock the doors and take hostages, the detective assigned to effect their release enters negotiations preoccupied with corruption charges he is facing.",,,https://image.tmdb.org/t/p/original//mf4i9zZVXMmqWsEb9D0OAY7k3t.jpg,388,,
317,Children of Men,checked,2006-09-22,22.144,"Action,Drama,Science Fiction,Thriller","In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",,,https://image.tmdb.org/t/p/original//6GnBsOIi1t4aGuLh3NF9TfU8u37.jpg,9693,,
318,Ice Age: The Meltdown,checked,2006-03-29,21.649,"Adventure,Animation,Comedy,Family","Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",,,https://image.tmdb.org/t/p/original//eYff7CWPMCKhIGTos2SzTd3VFbA.jpg,950,,
319,Cars,checked,2006-06-08,21.081,"Animation,Adventure,Comedy,Family","Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",,,https://image.tmdb.org/t/p/original//qa6HCwP4Z15l3hpsASz3auugEW6.jpg,920,,
320,Mission: Impossible III,checked,2006-05-03,20.276,"Action,Adventure,Thriller","Retired from active duty to train new IMF agents, Ethan Hunt is called back into action to confront sadistic arms dealer, Owen Davian. Hunt must try to protect his girlfriend while working with his new team to complete the mission.",,,https://image.tmdb.org/t/p/original//5l0hS4A119jCA1A02XsFZHq1uRD.jpg,956,,
321,The Lives of Others,checked,2006-03-15,19.614,"Drama,Thriller",A tragic love story set in East Berlin with the backdrop of an undercover Stasi controlled culture. Stasi captain Wieler is ordered to follow author Dreyman and plunges deeper and deeper into his life until he reaches the threshold of doubting the system.,,,https://image.tmdb.org/t/p/original//5BCyeLJHPcRwhu0YaRqUzw00JJ4.jpg,582,,
322,Flushed Away,checked,2006-10-22,19.461,"Adventure,Animation,Comedy,Family","London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.",,,https://image.tmdb.org/t/p/original//885fQK8aQw8sQiQVco9ffQZvJ9t.jpg,11619,,
323,Harry Potter and the Order of the Phoenix,checked,2007-06-28,42.563,"Adventure,Fantasy,Mystery","Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.",,,https://image.tmdb.org/t/p/original//g6n8G0xPnBVUIKKK41sNmbZB5h4.jpg,675,,
324,Spider-Man 3,checked,2007-05-01,31.073,"Fantasy,Action,Adventure","The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",,,https://image.tmdb.org/t/p/original//2jLxKF73SAPkyhIWrnv67IH7kJ1.jpg,559,,
325,Pirates of the Caribbean: At World's End,checked,2007-05-19,30.297,"Action,Adventure,Fantasy","Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",,,https://image.tmdb.org/t/p/original//jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg,285,,
326,I Am Legend,checked,2007-12-14,29.511,"Action,Drama,Horror,Science Fiction,Thriller","Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",,,https://image.tmdb.org/t/p/original//iPDkaSdKk2jRLTM65UOEoKtsIZ8.jpg,6479,,
327,Zodiac,checked,2007-03-02,28.918,"Crime,Drama,Mystery,Thriller","The true story of the investigation of the ""Zodiac Killer"", a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for three men as their lives and careers are built and destroyed by the endless trail of clues.",,,https://image.tmdb.org/t/p/original//6YmeO4pB7XTh8P8F960O1uA14JO.jpg,1949,,
