movieID,Movie,Watched,ReleaseDate,Popularity,Genre,Synopsis,Director,IMDB_Rating,Poster,ID,IMDB_ID,IMDB_Page
107,Ghost,checked,1990-07-12,16.258,"Drama,Fantasy,Mystery,Thriller,Romance","Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.",,,https://image.tmdb.org/t/p/original//w9RaPHov8oM5cnzeE27isnFMsvS.jpg,251,,
108,Terminator 2: Judgment Day,checked,1991-07-03,46.829,"Action,Science Fiction,Thriller","Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",,,https://image.tmdb.org/t/p/original//1lB6KF7CDdaxykXdsd0y6ISNiOs.jpg,280,,
109,Beauty and the Beast,checked,1991-11-13,33.733,"Animation,Fantasy,Romance,Family","Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",,,https://image.tmdb.org/t/p/original//jfSq96XzABA2BxvZgIBHyf5Wzrv.jpg,10020,,
110,The Addams Family,checked,1991-11-22,23.131,"Comedy,Fantasy","When an evil doctor finds out Uncle Fester has been missing for 25 years, he introduces a fake Fester in an attempt to get the Addams family's money. Wednesday has some doubts about the new uncle Fester, but the fake uncle adapts very well to the strange family.",,,https://image.tmdb.org/t/p/original//qFf8anju5f2epI0my8RdwwIXFIP.jpg,2907,,
111,Double Impact,checked,1991-07-31,20.34,"Action,Crime,Drama,Thriller","Jean Claude Van Damme plays a dual role as Alex and Chad, twins separated at the death of their parents. Chad is raised by a family retainer in Paris, Alex becomes a petty crook in Hong Kong. Seeing a picture of Alex, Chad rejoins him and convinces him that his rival in Hong Kong is also the man who killed their parents. Alex is suspicious of Chad, especially when it comes to his girlfriend.",,,https://image.tmdb.org/t/p/original//tmzwvSqoMC37Tgqwj4mA2dHNSmw.jpg,9594,,
112,JFK,checked,1991-12-20,19.441,"Drama,History,Thriller","This acclaimed Oliver Stone drama presents the investigation into the assassination of President John F. Kennedy led by New Orleans district attorney Jim Garrison. When Garrison begins to doubt conventional thinking on the murder, he faces government resistance, and, after the killing of suspected assassin Lee Harvey Oswald, he closes the case. Later, however, Garrison reopens the investigation, finding evidence of an extensive conspiracy behind Kennedy's death.",,,https://image.tmdb.org/t/p/original//r0VWVTYlqdRCK5ZoOdNnHdqM2gt.jpg,820,,
113,Robin Hood: Prince of Thieves,checked,1991-06-14,18.295,"Adventure,Romance","When the dastardly Sheriff of Nottingham murders Robin's father, the legendary archer vows vengeance. To accomplish his mission, Robin joins forces with a band of exiled villagers (and comely Maid Marian), and together they battle to end the evil sheriff's reign of terror.",,,https://image.tmdb.org/t/p/original//hbRnWUNJkKKVN5mkcuC5ooqjE4e.jpg,8367,,
114,Point Break,checked,1991-01-31,18.284,"Action,Crime,Thriller","In Los Angeles, a gang of bank robbers call themselves The Ex-Presidents commit their crimes while wearing masks of Reagan, Carter, Nixon and Johnson. The F.B.I. believes that the members of the gang could be surfers and send young agent Johnny Utah undercover at the beach to mix with the surfers and gather information.",,,https://image.tmdb.org/t/p/original//eGSfqknufcsXmM2Rb59H9SiNd4T.jpg,1089,,
115,The Last Boy Scout,checked,1991-12-11,17.313,"Action,Thriller","When the girl that detective Joe Hallenback is protecting gets murdered, the boyfriend of the murdered girl attempts to investigate and solve the case. What they discover is that there is deep seated corruption going on between a crooked politician and the owner of a pro football team.",,,https://image.tmdb.org/t/p/original//hAejapki8nDEHsdsoffsxETQpjZ.jpg,9319,,
116,Bill & Ted's Bogus Journey,checked,1991-07-19,17.225,"Adventure,Comedy,Fantasy,Music,Science Fiction","Amiable slackers Bill and Ted are once again roped into a fantastical adventure when De Nomolos, a villain from the future, sends evil robot duplicates of the two lads to terminate and replace them. The robot doubles actually succeed in killing Bill and Ted, but the two are determined to escape the afterlife, challenging the Grim Reaper to a series of games in order to return to the land of the living.",,,https://image.tmdb.org/t/p/original//tldtDfLnPFOtTWp758EmIP2Hbz5.jpg,1649,,
117,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,checked,1991-03-22,17.182,"Science Fiction,Adventure,Action,Comedy,Family","The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.",,,https://image.tmdb.org/t/p/original//Hyvvz9Z3le1is8a0EeFJQm0aSC.jpg,1497,,
118,The Naked Gun 2½: The Smell of Fear,checked,1991-06-28,16.909,"Comedy,Crime","Bumbling cop Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that will put them out of business.",,,https://image.tmdb.org/t/p/original//v9niLQWVzVPB1cP1ThNdEaLZG1Q.jpg,37137,,
119,Hook,checked,1991-04-10,16.561,"Adventure,Comedy,Fantasy,Family","The boy who wasn't supposed grow up—Peter Pan—does just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. During his trip to see Granny Wendy in London, the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland.",,,https://image.tmdb.org/t/p/original//a6rB1lGXoGms7gWxRfJneQmAjNV.jpg,879,,
120,Hot Shots!,checked,1991-07-31,16.461,"Action,Comedy,War","Recruited to join a top-secret mission for the Air Force, a renegade pilot finds himself coping with an incompetent admiral and a carefully selected squadron of flyers who are either inept or half-blind.",,,https://image.tmdb.org/t/p/original//2e9g8SEXBmFysLKJZOb64ecWVTq.jpg,9595,,
121,Thelma & Louise,checked,1991-05-24,15.915,"Adventure,Crime,Drama,Thriller","Whilst on a short weekend getaway, Louise shoots a man who had tried to rape Thelma. Due to the incriminating circumstances, they make a run for it and thus a cross country chase ensues for the two fugitives. Along the way, both women rediscover the strength of their friendship and surprising aspects of their personalities and self-strengths in the trying times.",,,https://image.tmdb.org/t/p/original//cQaqpwN5Nq0GNNKE1hIgYLpLlca.jpg,1541,,
122,Backdraft,checked,1991-05-24,15.46,"Crime,Drama,Thriller",Firemen brothers Brian and Stephen McCaffrey battle each other over past slights while trying to stop an arsonist with a diabolical agenda from torching Chicago.,,,https://image.tmdb.org/t/p/original//bymJtYNIdiAiBR1LRetaJXbfryc.jpg,2924,,
123,Aladdin,checked,1992-11-25,31.431,"Adventure,Animation,Fantasy,Romance,Family","Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street-urchin Aladdin.  The couple falls in love, although Jasmine may only marry a prince.  After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.",,,https://image.tmdb.org/t/p/original//jMQdkZwXh8TLsJev8cT0pKeTwrj.jpg,812,,
124,Reservoir Dogs,checked,1992-09-02,31.194,"Crime,Thriller","A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",,,https://image.tmdb.org/t/p/original//g7spS2Y4SZoQoC6Hn7zoqEqdYqR.jpg,500,,
125,Batman Returns,checked,1992-06-19,23.323,"Action,Fantasy","Having defeated the Joker, Batman now faces the Penguin—a warped and deformed individual who is intent on being accepted into Gotham society, with the help of Max Schreck, a crooked businessman, whom he coerces into helping him run for the position of Mayor of Gotham, while they both attempt to frame Batman in a different light. Batman must attempt to clear his name, all while also deciding just what must be done with the mysterious Catwoman slinking about.",,,https://image.tmdb.org/t/p/original//jKBjeXM7iBBV9UkUcOXx3m7FSHY.jpg,364,,
126,Home Alone 2: Lost in New York,checked,1992-11-19,22.229,"Adventure,Comedy,Crime,Family","Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas eve.",,,https://image.tmdb.org/t/p/original//uuitWHpJwxD1wruFl2nZHIb4UGN.jpg,772,,
127,The Bodyguard,checked,1992-11-25,21.806,"Action,Drama,Music,Thriller,Romance","A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance.",,,https://image.tmdb.org/t/p/original//2VgZW2ZD3pNoV2j8U2GXNRwOsk9.jpg,619,,
128,Basic Instinct,checked,1992-03-20,21.013,"Mystery,Thriller","A police detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved.",,,https://image.tmdb.org/t/p/original//76Ts0yoHk8kVQj9MMnoMixhRWoh.jpg,402,,
129,Lethal Weapon 3,checked,1992-05-15,18.812,"Action,Adventure,Comedy,Crime,Thriller","Archetypal buddy cops Riggs and Murtaugh are back for another round of high-stakes action, this time setting their collective sights on bringing down a former Los Angeles police lieutenant turned black market weapons dealer. Lorna Cole joins as the beautiful yet hardnosed internal affairs sergeant who catches Riggs's eye.",,,https://image.tmdb.org/t/p/original//1UkG3G4jhM9XMbbYyqWQ7NUnUTT.jpg,943,,
130,Under Siege,checked,1992-10-08,18.346,"Action,Thriller","This action-packed thriller takes place on the soon-to-be-decommissioned USS Missouri. Disgruntled ex-CIA operative Strannix, his assistant Krill and their group of terrorists seize the battleship with nuclear blackmail in mind. They've planned for every contingency but ignore the ship's cook, former Navy SEAL Casey Ryback -- an error that could be fatal.",,,https://image.tmdb.org/t/p/original//myHxm9p8fhEsXyaLO6DawYJKolg.jpg,8845,,
131,Alien³,checked,1992-05-22,18.102,"Action,Horror,Science Fiction","After escaping with Newt and Hicks from the alien planet, Ripley crash lands on Fiorina 161, a prison planet and host to a correctional facility. Unfortunately, although Newt and Hicks do not survive the crash, a more unwelcome visitor does. The prison does not allow weapons of any kind, and with aid being a long time away, the prisoners must simply survive in any way they can.",,,https://image.tmdb.org/t/p/original//hlabk6APJUeihZDaSD9N6iI0f4g.jpg,8077,,
132,Dracula,checked,1992-11-13,17.393,"Horror,Romance","When Dracula leaves the captive Jonathan Harker and Transylvania for London in search of Mina Harker, the reincarnation of Dracula's long-dead wife Elisabeta, obsessed vampire hunter Dr. Van Helsing sets out to end the madness.",,,https://image.tmdb.org/t/p/original//n39glC4GkBeCbwdenES8ZBodim8.jpg,6114,,
133,The Last of the Mohicans,checked,1992-09-25,17.236,"Action,Adventure,Drama,History,Romance,War","As the British and French soldiers battle for control of the American colonies in the 18th century, the settlers and native Americans are forced to take sides. Cora and her sister Alice unwittingly walk into trouble but are reluctantly saved by Hawkeye, an orphaned settler adopted by the last of the Mohicans.",,,https://image.tmdb.org/t/p/original//fYVQRcgnOv998bKEplzrD3faGgt.jpg,9361,,
134,Wayne's World,checked,1992-02-14,16.85,"Music,Comedy","When a sleazy TV exec offers Wayne and Garth a fat contract to tape their late-night public access show at his network, they can't believe their good fortune. But they soon discover the road from basement to big-time is a gnarly one, fraught with danger, temptation and ragin' party opportunities.",,,https://image.tmdb.org/t/p/original//rsgklbt5KxeuUuchehnLACxzisP.jpg,8872,,
135,Sister Act,checked,1992-05-28,16.362,"Music,Comedy","A Reno singer witnesses a mob murder and the cops stash her in a nunnery to protect her from the mob's hitmen. The mother superior does not trust her, and takes steps to limit her influence on the other nuns. Eventually the singer rescues the failing choir and begins helping with community projects, which gets her an interview on TV—and identification by the mob.",,,https://image.tmdb.org/t/p/original//xZvVSZ0RTxIjblLV87vs7ADM12m.jpg,2005,,
136,Schindler's List,checked,1993-11-30,37.927,"Drama,History,War",The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,,,https://image.tmdb.org/t/p/original//c8Ass7acuOe4za6DhSattE359gr.jpg,424,,
137,Rising Sun,checked,1993-07-30,25.256,"Action,Drama,Thriller","When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Conner and Web Smith are called in to investigate. Although Conner has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.",,,https://image.tmdb.org/t/p/original//jVWEeZ383peKxwE284AdyHqq6GH.jpg,7007,,
138,Groundhog Day,checked,1993-02-11,22.435,"Comedy,Drama,Fantasy,Romance","A narcissistic T.V. weatherman, along with his attractive-but-distant producer and mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",,,https://image.tmdb.org/t/p/original//gCgt1WARPZaXnq523ySQEUKinCs.jpg,137,,
139,Jurassic Park,checked,1993-06-11,21.07,"Adventure,Science Fiction","A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",,,https://image.tmdb.org/t/p/original//9i3plLl89DHMz7mahksDaAo7HIS.jpg,329,,
140,What's Eating Gilbert Grape,checked,1993-12-17,21.04,"Drama,Romance","Gilbert Grape is a small-town young man with a lot of responsibility. Chief among his concerns are his mother, who is so overweight that she can't leave the house, and his mentally impaired younger brother, Arnie, who has a knack for finding trouble. Settled into a job at a grocery store and an ongoing affair with local woman Betty Carver, Gilbert finally has his life shaken up by the free-spirited Becky.",,,https://image.tmdb.org/t/p/original//8FxWgsfDNosewo7H65oE4QkOb7g.jpg,1587,,
141,Cliffhanger,checked,1993-05-28,20.4,"Action,Adventure,Thriller","A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money.",,,https://image.tmdb.org/t/p/original//b28DOM54OHb1c7Lsk6Nu7Kwuonj.jpg,9350,,
142,Mrs. Doubtfire,checked,1993-11-24,18.163,"Comedy,Drama,Family","Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",,,https://image.tmdb.org/t/p/original//yBhFkRY8NsAgYFgfKLClxCwykaE.jpg,788,,
143,RoboCop 3,checked,1993-04-17,17.687,"Action,Adventure,Crime,Science Fiction,Thriller","The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, Robocop must decide where his loyalties lie.",,,https://image.tmdb.org/t/p/original//qiado0k3alMfeRpOld27Iefumub.jpg,5550,,
144,Hard Target,checked,1993-08-20,17.609,"Action,Adventure,Crime,Drama,Thriller","When a woman's father goes missing, she enlists a local to aid in her search.  The pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation.",,,https://image.tmdb.org/t/p/original//x9HfOKWAB506jJVWo0z848SKDML.jpg,2019,,
145,Sister Act 2: Back in the Habit,checked,1993-12-09,16.296,"Music,Comedy","Deloris Van Cartier is again asked to don the nun's habit to help a run-down Catholic school, presided over by Mother Superior. And if trying to reach out to a class full of uninterested students wasn't bad enough, the sisters discover that the school is due to be closed by the unscrupulous chief of a local authority.",,,https://image.tmdb.org/t/p/original//dlkBp5S6Ei5f54031rAhyb4IwML.jpg,6279,,
146,The Shawshank Redemption,checked,1994-09-23,58.694,"Crime,Drama","Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",,,https://image.tmdb.org/t/p/original//5KCVkau1HEl7ZzfPsKAPM0sMiKc.jpg,278,,
147,Pulp Fiction,checked,1994-09-10,46.587,"Crime,Thriller","A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",,,https://image.tmdb.org/t/p/original//d5iIlFn5s0ImszYzBPb8JPIfbXD.jpg,680,,
148,The Lion King,checked,1994-05-07,46.483,"Animation,Drama,Family","A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",,,https://image.tmdb.org/t/p/original//sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,8587,,
149,Léon: The Professional,checked,1994-09-14,44.601,"Action,Crime,Drama","Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",,,https://image.tmdb.org/t/p/original//wHqGb8J6tXBVwjqWooGMtNEjs2A.jpg,101,,
150,The Mask,checked,1994-07-29,30.111,"Comedy,Crime,Fantasy,Romance","When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",,,https://image.tmdb.org/t/p/original//yd3wjLLeQHJ3oRDy4wwiNNFVyLW.jpg,854,,
151,Forrest Gump,checked,1994-07-06,26.959,"Comedy,Drama,Romance","A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",,,https://image.tmdb.org/t/p/original//clolk7rB5lAjs41SD0Vt6IXYLMm.jpg,13,,
152,Interview with the Vampire,checked,1994-11-11,26.938,"Drama,Fantasy,Horror","A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",,,https://image.tmdb.org/t/p/original//t7NU8IcmcNBrlunCxiycX9JV7Rp.jpg,628,,
153,Dumb and Dumber,checked,1994-12-16,22.959,Comedy,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",,,https://image.tmdb.org/t/p/original//4LdpBXiCyGKkR8FGHgjKlphrfUc.jpg,8467,,
154,The Flintstones,checked,1994-05-26,18.382,"Comedy,Fantasy,Family",Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,,,https://image.tmdb.org/t/p/original//ocsb0qiGlcn6UlcDRHa3xxSCc8Y.jpg,888,,
155,True Lies,checked,1994-07-15,18.167,"Action,Thriller","A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used car salesman while terrorists smuggle nuclear war heads into the United States.",,,https://image.tmdb.org/t/p/original//8cusvjQ8Ph7SPwW3CGvyjSCk9VP.jpg,36955,,
156,Junior,checked,1994-11-22,18.058,"Comedy,Romance,Family","As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.",,,https://image.tmdb.org/t/p/original//kWm9N2795QEeFJ4Xvbjlwa7hS1l.jpg,6280,,
157,Speed,checked,1994-06-09,17.612,"Action,Adventure,Crime","Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end.",,,https://image.tmdb.org/t/p/original//Apu3Ecg11bIEEiKLnbhagGtWNg7.jpg,1637,,
158,Stargate,checked,1994-10-27,16.833,"Action,Adventure,Science Fiction","An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",,,https://image.tmdb.org/t/p/original//fyTqTETiXncfESLyKfkgEs7qg7d.jpg,2164,,
159,Natural Born Killers,checked,1994-08-25,16.552,"Crime,Thriller,Drama",Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,,,https://image.tmdb.org/t/p/original//1YATliAgjKOo9SvGWVwS3PujUFd.jpg,241,,
160,Se7en,checked,1995-09-22,55.194,"Crime,Mystery,Thriller","Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",,,https://image.tmdb.org/t/p/original//GQP6noTBKsYiAYyn8PYXFcsSgH.jpg,807,,
161,Waterworld,checked,1995-07-28,31.717,"Action,Adventure,Science Fiction","In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship.",,,https://image.tmdb.org/t/p/original//f4Q6BKm1lv9u5xoffbIIwrOYf6z.jpg,9804,,
162,Twelve Monkeys,checked,1995-12-29,30.777,"Mystery,Science Fiction,Thriller","In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",,,https://image.tmdb.org/t/p/original//2F9KcDGZbEdaQN5jV9ziyRZYY7u.jpg,63,,
163,Toy Story,checked,1995-10-30,29.154,"Animation,Comedy,Family","Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",,,https://image.tmdb.org/t/p/original//uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,862,,
164,Die Hard: With a Vengeance,checked,1995-05-19,28.808,"Action,Thriller","New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",,,https://image.tmdb.org/t/p/original//7mBUd8Y6AhcdICaMnSV8UPtF8rc.jpg,1572,,
165,The Usual Suspects,checked,1995-07-19,28.273,"Crime,Drama,Thriller","Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",,,https://image.tmdb.org/t/p/original//d2IalvQ6eaEAsLVTFUEHf6roHEk.jpg,629,,
166,Apollo 13,checked,1995-06-30,24.521,"Drama,History","The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1970, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",,,https://image.tmdb.org/t/p/original//oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg,568,,
167,Heat,checked,1995-12-15,24.439,"Action,Crime,Drama,Thriller","Obsessive master thief, Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective, Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.",,,https://image.tmdb.org/t/p/original//rrBuGu0Pjq7Y2BWSI6teGfZzviY.jpg,949,,
168,Ghost in the Shell,checked,1995-11-18,23.479,"Action,Animation,Science Fiction","In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.",,,https://image.tmdb.org/t/p/original//9gC88zYUBARRSThcG93MvW14sqx.jpg,9323,,
169,GoldenEye,checked,1995-11-16,22.988,"Action,Adventure,Thriller","When a powerful satellite system falls into the hands of Alec Trevelyan, AKA Agent 006, a former ally-turned-enemy, only James Bond can save the world from an awesome space weapon that -- in one short pulse -- could destroy the earth! As Bond squares off against his former compatriot, he also battles Trevelyan's stunning ally, Xenia Onatopp, an assassin who uses pleasure as her ultimate weapon.",,,https://image.tmdb.org/t/p/original//z0ljRnNxIO7CRBhLEO0DvLgAFPR.jpg,710,,
170,Braveheart,checked,1995-05-24,22.826,"Action,Drama,History,War","Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",,,https://image.tmdb.org/t/p/original//or1gBugydmjToAEq7OZY0owwFk.jpg,197,,
171,Species,checked,1995-07-07,21.482,"Action,Horror,Science Fiction","In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",,,https://image.tmdb.org/t/p/original//lqBHtH33wD3tmg1efL4ytDNEZGP.jpg,9348,,
172,Clueless,checked,1995-07-19,21.268,"Comedy,Romance","Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",,,https://image.tmdb.org/t/p/original//71RW4lkES2Dt7vSLSXvekGYNskG.jpg,9603,,
173,Outbreak,checked,1995-03-10,20.563,"Action,Drama,Science Fiction,Thriller","A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",,,https://image.tmdb.org/t/p/original//4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg,6950,,
174,Casper,checked,1995-05-26,20.326,"Fantasy,Comedy,Family","Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch, Fatso and Stinkie--who are determined to drive all ""fleshies"" away.",,,https://image.tmdb.org/t/p/original//2ah8fNJFZVU3vcXhU5xfAYi2eym.jpg,8839,,
